"","num_critic_for_reviews","duration","gross","cast_total_facebook_likes","num_user_for_reviews","country","budget"
"2185",90,75,57651794,13125,209,"USA",3.3e+07
"2186",166,143,57366262,33160,657,"Germany",1e+08
"2187",280,94,56437947,486,421,"UK",9800000
"2188",216,86,54098051,2420,571,"Germany",2.5e+07
"2189",341,130,53082743,63986,1100,"USA",4e+07
"2190",175,99,52320979,18693,548,"USA",4e+07
"2191",283,139,50859889,848,1043,"USA",4e+07
"2192",171,105,48745150,101383,306,"USA",5e+07
"2193",99,85,48546578,6539,613,"USA",2e+07
"2194",152,87,47860214,2452,468,"USA",1.5e+07
"2195",267,132,46982632,1933,1740,"Canada",5e+07
"2196",96,131,43532294,12088,175,"USA",6.5e+07
"2198",284,110,42272747,5609,1040,"USA",7e+07
"2199",265,108,41777564,4500,855,"USA",1.5e+07
"2200",253,113,40137776,8362,529,"USA",3.8e+07
"2201",236,110,39825798,4210,645,"USA",1.6e+07
"2202",196,83,39511038,26402,366,"USA",1.6e+07
"2203",131,137,39143839,5746,284,"USA",2e+07
"2204",85,125,38432823,15811,134,"USA",3e+07
"2205",99,112,38360195,3757,116,"USA",4.5e+07
"2206",406,112,37623143,1322,1083,"Spain",13500000
"2207",122,101,37617947,966,203,"USA",3e+07
"2208",111,115,37442180,52571,236,"USA",2e+07
"2209",199,102,36883539,15053,305,"Germany",5.2e+07
"2210",161,107,36279230,1352,213,"USA",6e+07
"2211",186,109,35635046,19410,482,"UK",1.7e+07
"2212",372,109,35286428,16479,1206,"USA",7.6e+07
"2214",101,118,34703228,3797,127,"USA",3e+07
"2215",285,143,34300771,11248,908,"France",2.5e+07
"2216",285,105,34014398,2604,1033,"Germany",3.3e+07
"2217",285,105,34014398,2603,1033,"Germany",3.3e+07
"2218",91,105,33687630,20109,261,"USA",2e+07
"2219",279,135,33574332,24468,415,"USA",9e+07
"2220",279,111,31471430,313,828,"USA",1.5e+07
"2221",85,103,28435406,4441,151,"USA",1.2e+07
"2223",105,88,28133159,33822,70,"USA",5e+07
"2224",170,93,27829874,28767,444,"USA",1.2e+07
"2226",174,97,24138847,2990,472,"USA",5e+06
"2228",120,97,23292105,3261,334,"USA",2e+07
"2229",112,75,23078294,3590,281,"USA",9e+06
"2230",147,95,22526144,2737,203,"USA",3e+07
"2231",240,121,22518325,22833,644,"Germany",5e+07
"2232",202,110,22494487,26451,507,"Germany",2.7e+07
"2234",46,95,20998709,3845,76,"USA",1.5e+07
"2235",211,105,20338609,12946,280,"USA",1e+07
"2236",148,90,20259297,19952,258,"USA",2e+07
"2237",91,110,19179969,35345,177,"USA",17500000
"2238",78,92,18843314,1045,284,"USA",2e+07
"2240",66,104,18595716,3963,150,"USA",1.2e+07
"2241",158,94,18500966,15271,830,"USA",3e+07
"2242",110,108,17803796,4374,97,"USA",2e+07
"2243",252,121,17605861,1184,351,"UK",6e+06
"2244",220,92,17508670,646,281,"UK",1.5e+07
"2245",98,103,17324744,3211,149,"USA",2.8e+07
"2246",73,90,16647384,4431,56,"USA",2.6e+07
"2247",186,94,16235293,1611,278,"USA",9e+06
"2248",260,123,15962471,7243,619,"USA",4e+07
"2249",37,89,15655665,2135,112,"USA",4e+06
"2250",93,75,15519841,6863,71,"USA",4.7e+07
"2251",101,94,15131330,683,64,"France",8.6e+07
"2252",251,141,13753931,751,316,"USA",1.9e+07
"2254",36,123,13391174,908,177,"USA",2e+07
"2255",111,88,13367101,1140,166,"USA",6500000
"2256",123,140,13082288,12634,247,"UK",6e+07
"2258",81,121,12549485,3633,91,"USA",1.5e+07
"2259",63,83,11631245,5022,113,"USA",3.5e+07
"2260",215,137,11284657,927,407,"Germany",2e+06
"2261",195,112,11204499,13528,270,"USA",1.4e+07
"2262",113,104,10996440,27806,128,"USA",1.3e+07
"2263",177,96,10515579,20132,248,"UK",4e+06
"2264",31,111,10174663,916,382,"USA",1e+05
"2265",274,96,10139254,24640,915,"USA",3.5e+07
"2266",197,116,9396487,5012,200,"USA",1.5e+07
"2267",60,91,8108247,2747,174,"USA",3300000
"2268",49,91,8080116,10732,66,"USA",1.5e+07
"2269",143,125,8047690,2608,220,"China",19400000
"2270",125,81,7825820,50831,156,"USA",4e+06
"2271",251,95,7774730,1120,352,"Canada",15500000
"2272",147,117,7458269,3611,196,"USA",3.5e+07
"2273",31,77,7382993,2185,114,"USA",2e+07
"2274",127,128,7221458,27614,178,"Germany",5.5e+07
"2275",142,116,7156933,1134,74,"USA",2.5e+07
"2276",153,107,7156725,5992,217,"USA",1.9e+07
"2277",37,99,7059537,2321,101,"USA",3e+06
"2278",25,95,7009668,2000,36,"USA",5600000
"2279",157,122,6855137,27381,419,"Germany",1.7e+07
"2280",132,122,6754898,1291,188,"USA",1.2e+07
"2281",189,114,6565495,949,229,"China",4.5e+07
"2283",159,116,5851188,1899,313,"UK",7e+07
"2284",144,86,5542025,3535,150,"USA",1.2e+07
"2285",198,120,5484375,24270,205,"USA",1e+07
"2286",232,100,5480996,39507,293,"USA",8700000
"2287",251,137,5459824,15337,320,"USA",2.6e+07
"2288",165,120,4857376,13208,123,"France",1.3e+07
"2290",231,145,4398392,2590,232,"Netherlands",2.1e+07
"2292",108,98,4291965,678,59,"France",1.4e+07
"2294",20,193,3275443,10822,264,"India",7e+08
"2296",124,88,2975649,1518,142,"UK",3e+07
"2297",112,109,2706659,5977,172,"UK",2e+06
"2298",208,106,2694973,33734,189,"USA",7e+05
"2299",226,147,2208939,253,482,"Germany",5e+07
"2300",363,110,2201412,1173,279,"South Korea",12215500000
"2302",160,101,1984378,226,206,"USA",2e+06
"2304",69,90,1689999,771,48,"USA",4e+05
"2305",87,92,1677838,1447,155,"USA",1e+06
"2306",117,99,1654367,6526,106,"USA",7e+06
"2307",183,105,1304837,2355,175,"USA",3.2e+07
"2308",94,125,1172769,37606,108,"Germany",1.3e+07
"2309",129,118,1150403,3474,102,"USA",1.3e+07
"2310",44,120,1055654,2673,175,"Germany",1e+07
"2311",25,101,978908,2306,90,"Poland",2400000
"2312",66,93,652526,15638,187,"Germany",4e+07
"2313",15,135,638951,83,19,"USA",1592000
"2314",99,113,617228,92,27,"Czech Republic",84450000
"2315",110,87,480314,4473,180,"USA",2.1e+07
"2316",20,86,475000,2753,53,"USA",2800000
"2318",75,118,399879,378,115,"Australia",1.5e+07
"2319",78,104,352786,150,86,"USA",1.1e+07
"2320",172,101,327919,3282,192,"UK",1500000
"2321",140,93,298110,786,98,"Canada",8e+06
"2322",173,160,273420,2340,238,"France",1.7e+07
"2323",88,76,255352,132,57,"USA",3e+05
"2324",5,87,252726,2715,18,"USA",3e+06
"2326",105,122,220914,25173,97,"USA",16800000
"2327",30,101,220234,3574,24,"USA",3500000
"2328",78,96,198407,774,78,"USA",2e+06
"2329",32,80,194568,2179,28,"USA",1500000
"2330",51,90,155972,137,23,"Israel",1500000
"2331",40,97,144431,118,13,"UK",1e+06
"2332",200,90,136432,2217,194,"UK",5e+06
"2333",3,100,118666,1064,3,"USA",2500000
"2334",36,97,117560,1081,29,"USA",6e+06
"2335",117,88,104077,4720,88,"USA",1e+06
"2336",18,100,71904,1491,18,"USA",2500000
"2337",112,105,63260,1185,90,"France",1.4e+07
"2338",26,107,53481,2512,34,"USA",8e+06
"2339",98,110,49413,398,26,"Hong Kong",3.5e+07
"2341",88,103,23000,1411,58,"USA",5e+05
"2342",14,95,18435,1082,15,"France",1400000
"2344",24,86,13751,299,6,"Australia",11400000
"2345",71,78,10018,509,31,"USA",1e+06
"2346",56,81,6387,2694,37,"USA",1e+06
"2347",11,106,1111,2,10,"USA",2e+05
"2349",8,88,721,1284,12,"Germany",1e+06
"2373",359,140,380262555,44042,3286,"USA",1.13e+08
"2374",284,150,291709845,1317,1463,"USA",1.8e+08
"2375",295,157,289994397,53413,1896,"UK",1.5e+08
"2376",401,116,234277056,12758,2741,"USA",1.32e+08
"2377",446,201,218051260,7123,2618,"New Zealand",2.07e+08
"2378",446,201,218051260,7122,2618,"New Zealand",2.07e+08
"2379",276,115,206456431,57844,1361,"USA",1.5e+08
"2380",478,128,205343774,59558,2685,"USA",1.5e+08
"2381",181,86,193136719,1777,385,"USA",7.5e+07
"2382",233,126,186336103,22722,798,"USA",1.2e+08
"2383",171,118,177575142,13426,372,"USA",7e+07
"2384",134,113,158115031,13693,316,"USA",8.2e+07
"2385",161,81,135381507,2252,251,"USA",1.5e+08
"2386",163,91,128200012,1804,269,"USA",7.5e+07
"2387",291,153,119518352,1383,815,"USA",2.8e+07
"2388",125,95,113006880,16884,225,"Canada",5.6e+07
"2389",135,90,110332737,1997,258,"USA",1e+08
"2390",217,133,109243478,8341,546,"USA",2.6e+07
"2391",231,98,89706988,2287,600,"USA",5.5e+07
"2392",250,95,87025093,4134,864,"USA",4e+06
"2393",357,134,83025853,39789,2254,"USA",1.4e+07
"2394",132,101,82931301,6292,228,"Germany",6e+07
"2395",77,94,82569532,20348,128,"USA",6e+07
"2396",75,95,82301521,3558,149,"USA",3.2e+07
"2397",144,107,80270227,2297,612,"USA",5e+07
"2398",169,80,77413017,11218,331,"France",8e+06
"2400",233,122,75072454,2759,522,"USA",2e+07
"2401",123,109,74484168,2740,340,"USA",4.5e+07
"2402",374,147,74098862,3924,1732,"USA",4e+07
"2403",227,128,72515360,2100,411,"UK",8e+07
"2404",525,132,70496802,22417,2042,"USA",5.4e+07
"2405",163,124,68642452,13073,463,"UK",1.3e+08
"2406",104,105,67962333,2689,160,"USA",3.5e+07
"2407",127,136,67253092,20299,209,"USA",3e+07
"2408",117,101,66002004,2177,168,"USA",5e+07
"2409",220,90,64255243,120797,518,"USA",1.9e+07
"2410",127,100,63939454,2968,217,"USA",3.5e+07
"2411",262,125,62647540,15850,657,"Germany",7e+07
"2412",201,144,61644321,2523,529,"USA",8.8e+07
"2413",224,85,57859105,1090,673,"USA",2.6e+07
"2414",229,145,57010853,2380,548,"USA",8.5e+07
"2415",209,85,56068547,1145,307,"UK",3e+07
"2416",173,101,55865715,2013,403,"UK",1e+07
"2417",161,118,55808744,15889,323,"USA",5.3e+07
"2418",267,77,53337608,60683,467,"USA",4e+07
"2419",94,95,52580895,27351,118,"USA",4.5e+07
"2420",180,101,51097664,23328,450,"USA",3e+07
"2421",142,80,51053787,14385,247,"USA",17500000
"2422",276,109,51019112,14073,1053,"USA",5e+07
"2423",358,128,50815288,14747,625,"USA",5e+07
"2424",62,116,50382128,2723,202,"USA",5500000
"2426",111,115,48472213,4305,156,"USA",4.5e+07
"2427",142,95,48291624,2876,263,"USA",5.8e+07
"2428",193,104,47806295,1274,371,"USA",4.3e+07
"2429",239,194,47396698,19600,942,"USA",1.3e+08
"2430",298,163,47379090,2529,824,"France",7e+07
"2431",303,93,47277326,2990,1516,"USA",4800000
"2432",128,97,47124400,17278,181,"USA",2.5e+07
"2433",140,89,46363118,1383,389,"USA",2e+07
"2434",137,129,45356386,2864,244,"USA",7.5e+07
"2435",120,98,43894863,4879,262,"USA",3e+07
"2436",163,87,43095600,29050,340,"France",3.2e+07
"2437",124,104,42071069,1827,208,"USA",3e+07
"2438",66,93,39177541,14899,177,"USA",5e+07
"2439",88,119,39008741,6862,223,"USA",2.5e+07
"2440",177,135,38372662,1083,1058,"France",2.8e+07
"2441",233,118,37899638,27114,492,"USA",8.8e+07
"2443",116,112,36020063,2019,375,"USA",2.2e+07
"2444",257,136,35799026,34839,899,"USA",1.26e+08
"2445",257,136,35799026,34838,899,"USA",1.26e+08
"2446",152,113,34636443,103354,288,"USA",5.2e+07
"2447",226,129,33565375,1565,568,"UK",1.5e+07
"2448",75,98,32701088,1400,108,"USA",3.2e+07
"2449",96,106,32645546,3462,88,"USA",1.4e+07
"2450",228,108,32048809,2178,576,"Australia",3e+07
"2451",228,108,32048809,2160,576,"Australia",3e+07
"2452",145,121,31704416,2705,388,"USA",1.35e+08
"2453",103,90,31585300,2666,250,"USA",1.5e+07
"2454",351,93,31501218,22745,526,"USA",7500000
"2455",441,96,31493782,12754,1125,"USA",3.2e+07
"2456",98,117,30981850,3969,284,"USA",4e+07
"2457",146,135,29077547,5917,754,"USA",4e+07
"2458",271,110,28747570,22140,416,"Canada",7e+06
"2459",136,101,28045540,32232,202,"USA",6.5e+07
"2460",237,113,28031250,13517,814,"UK",6e+07
"2461",190,123,26838389,12700,495,"USA",5.7e+07
"2462",77,101,26082914,993,213,"USA",8.7e+07
"2463",342,100,26005908,1379,1100,"UK",3500000
"2464",178,93,25857987,10185,532,"USA",6.2e+07
"2465",196,103,25472967,1467,411,"USA",3e+07
"2466",276,119,25335935,2853,1594,"USA",4e+07
"2467",239,92,24792061,25092,323,"USA",6500000
"2468",177,103,24520892,22383,303,"France",4.5e+07
"2469",196,100,24407944,7048,380,"Canada",4.3e+07
"2471",168,122,24127895,12076,437,"USA",5e+07
"2472",278,119,23089926,20391,735,"UK",1.5e+07
"2473",98,83,22264487,1729,166,"USA",2.2e+07
"2474",159,116,22201636,727,206,"USA",8e+06
"2475",112,107,21835784,1095,161,"USA",3e+07
"2476",252,97,20433940,1876,662,"Canada",1.5e+07
"2477",152,109,19976073,3148,220,"USA",2e+07
"2478",93,76,19447478,1908,80,"UK",3.5e+07
"2479",168,134,19377727,24351,409,"USA",4.5e+07
"2480",158,99,19294901,2535,325,"USA",3.5e+07
"2481",59,100,19118247,6171,94,"USA",4e+07
"2482",125,118,18761993,2944,219,"USA",9e+06
"2483",120,110,18472363,25049,208,"USA",5e+07
"2484",155,126,18324242,20563,214,"USA",3.5e+07
"2485",45,68,18081626,861,32,"USA",2e+07
"2487",78,94,17010646,1195,239,"USA",8.4e+07
"2488",261,109,16901126,3544,687,"USA",7e+06
"2489",125,91,16298046,1608,747,"UK",1.4e+07
"2490",65,100,16247775,4789,104,"USA",2.5e+07
"2491",91,94,16101109,19957,236,"USA",3e+06
"2493",140,93,14888028,2178,262,"USA",3e+07
"2494",222,150,12712093,27829,671,"USA",3e+07
"2495",191,96,12570442,4053,234,"USA",1e+07
"2496",156,102,12469811,13156,316,"USA",2.2e+07
"2497",112,111,11905519,2205,214,"Thailand",2e+08
"2498",47,108,11703287,1058,148,"USA",1e+07
"2499",114,100,11694528,2165,72,"USA",3e+06
"2500",137,103,11034436,5637,180,"UK",2e+07
"2501",119,107,11008432,16651,194,"USA",2.5e+07
"2503",81,132,10166502,12133,183,"USA",8e+07
"2504",186,127,10137232,5702,374,"France",5e+07
"2505",137,90,10042266,3155,220,"USA",1e+06
"2506",169,103,9013113,3192,230,"USA",1e+06
"2507",107,108,8535575,11519,152,"USA",3e+07
"2508",72,83,8326035,1019,76,"Germany",3.3e+07
"2510",110,88,7362100,479,232,"USA",1500000
"2511",161,94,6301131,5085,263,"USA",2.9e+07
"2512",142,103,6061759,1615,475,"USA",1.7e+07
"2513",31,95,5654777,2165,26,"USA",2.5e+07
"2514",148,94,5132655,838,521,"Canada",2e+07
"2515",126,127,5128124,12574,251,"New Zealand",2.5e+07
"2516",172,107,5023275,1627,199,"France",1.5e+07
"2517",90,118,4280577,2859,114,"USA",1e+07
"2518",223,103,4235837,23932,336,"USA",1.5e+07
"2519",23,95,4006906,4990,20,"USA",1.5e+07
"2520",151,91,3885134,1349,243,"USA",2e+06
"2521",118,116,3335839,50313,222,"USA",2e+06
"2524",35,105,3123749,1231,27,"USA",1500000
"2526",152,94,2912363,278,177,"UK",3e+06
"2527",52,144,2483955,1674,165,"USA",9600000
"2528",4,100,2024854,1942,21,"USA",6500000
"2529",127,130,1987287,450,138,"UK",5e+07
"2530",168,104,1900725,2129,232,"Australia",2e+06
"2531",113,102,1891821,1890,301,"UK",5.2e+07
"2532",64,135,1666262,2096,78,"UK",1.6e+07
"2533",143,92,1550000,2930,471,"USA",2.5e+07
"2534",100,103,1530535,1721,63,"USA",9e+06
"2535",110,88,1523883,15,70,"USA",1750211
"2536",114,96,1325073,1208,91,"USA",4e+06
"2537",122,94,1247453,3690,123,"UK",2800000
"2538",40,93,1181197,4329,24,"USA",15500000
"2539",115,116,1050445,773,147,"France",2.2e+07
"2540",41,97,1046166,1835,45,"Germany",9e+06
"2541",231,104,1007962,117,651,"USA",950000
"2542",97,107,871527,16090,128,"Canada",2.5e+07
"2543",116,101,864959,1215,151,"UK",4e+06
"2544",38,100,860002,1579,43,"USA",1.2e+07
"2545",75,112,712294,859,68,"USA",1500000
"2546",85,90,671240,619,149,"UK",7900000
"2547",90,103,668171,949,132,"China",6e+07
"2548",123,89,653621,1136,64,"USA",2e+06
"2549",74,108,568695,3921,110,"USA",8e+06
"2551",65,91,381186,3299,90,"USA",9e+05
"2552",365,84,379122,12496,54,"UK",450000
"2553",21,101,375474,20354,46,"USA",2e+07
"2554",49,97,233103,2544,50,"UK",7e+06
"2555",202,112,211667,907,131,"South Korea",4.2e+09
"2556",73,134,195888,11,45,"Hungary",2.5e+09
"2557",51,85,192467,1064,71,"USA",15000
"2558",81,91,154077,1440,53,"USA",5e+05
"2559",79,82,131617,5761,119,"USA",1e+07
"2561",32,99,127144,9608,27,"USA",8e+06
"2562",50,98,101228,20009,53,"USA",3500000
"2563",5,97,100358,602,24,"India",1500000
"2564",14,90,92362,3138,5,"USA",1500000
"2566",30,112,77231,2115,32,"France",2.5e+07
"2567",140,139,74205,4211,81,"Denmark",14200000
"2568",35,80,70071,0,35,"Philippines",7000
"2569",74,108,49526,2119,129,"USA",6800000
"2570",4,160,49000,2024,30,"India",1500000
"2573",34,92,12667,39518,90,"UK",14000
"2592",205,93,436471036,1148,483,"USA",1.5e+08
"2593",300,135,373377893,43388,1303,"USA",2e+08
"2594",141,106,279167575,24938,428,"USA",8e+07
"2595",283,115,261437578,1901,815,"USA",9.2e+07
"2596",274,142,249358727,33284,1504,"UK",1.3e+08
"2597",239,124,186739919,20553,1159,"USA",1.25e+08
"2598",239,108,176049130,14161,806,"USA",7.5e+07
"2599",193,131,173005002,13679,692,"USA",1e+08
"2600",143,90,160762022,63165,288,"USA",7.5e+07
"2601",225,115,144795350,12068,789,"USA",1.2e+08
"2602",220,196,133228348,17944,1694,"USA",1.75e+08
"2603",198,125,125531634,19359,627,"USA",1.1e+08
"2604",147,99,120776832,12952,456,"USA",7.5e+07
"2605",288,122,119078393,1448,1416,"USA",6e+06
"2606",191,92,114324072,4730,392,"USA",2e+07
"2607",261,108,114195633,7273,2003,"USA",6e+07
"2608",203,98,110175871,7461,911,"USA",1e+07
"2609",267,170,102608827,34582,799,"USA",1.1e+08
"2610",268,132,100422786,28830,1106,"USA",3e+07
"2611",299,120,100003492,13581,836,"USA",6.5e+07
"2612",77,113,95149435,15362,152,"USA",4e+07
"2613",173,101,88200225,3943,308,"USA",6e+07
"2614",108,90,87856565,24534,268,"USA",4.2e+07
"2615",159,97,86049418,5032,554,"USA",1.7e+07
"2616",89,87,85416609,20097,186,"USA",3e+07
"2617",94,93,84185387,7800,149,"USA",8e+07
"2618",181,98,84136909,656730,577,"USA",2.6e+07
"2619",247,109,80281096,3222,1283,"USA",6e+07
"2620",171,146,77862546,20454,690,"USA",7e+07
"2621",151,128,77032279,16199,596,"USA",6e+07
"2622",116,80,75367693,13430,232,"USA",3.5e+07
"2623",209,178,75305995,5074,433,"USA",4e+07
"2624",125,115,74540762,4496,323,"USA",5.5e+07
"2625",105,99,73701902,6729,209,"USA",6e+07
"2626",285,126,71502303,2170,835,"USA",1.2e+07
"2627",62,109,69148997,6313,251,"USA",3.7e+07
"2628",140,136,67286731,36925,345,"USA",1e+08
"2629",304,137,66207920,1959,935,"USA",3e+07
"2630",209,129,65948711,20056,363,"USA",8e+07
"2631",50,106,64955956,3956,69,"USA",1.8e+07
"2632",129,135,64371181,1845,289,"USA",2.8e+07
"2633",169,93,59475623,13748,407,"USA",9e+07
"2634",242,132,59035104,1112,597,"USA",6.6e+07
"2635",287,110,58885635,10438,1057,"USA",2.6e+07
"2636",94,95,58156435,1266,152,"USA",1.9e+07
"2637",118,106,57887882,2325,211,"USA",5e+07
"2638",207,134,57637485,17159,666,"USA",1.05e+08
"2639",119,98,56044241,6742,339,"USA",3.7e+07
"2640",287,103,55153403,5161,1509,"USA",1200000
"2641",287,115,54557348,5732,1624,"Germany",6500000
"2642",185,122,52397389,19764,514,"USA",6.5e+07
"2643",226,101,51676606,58823,632,"USA",2.5e+07
"2644",69,95,51431160,3092,232,"USA",2e+07
"2645",153,143,51225796,20660,2047,"UK",7e+07
"2646",191,98,50740078,16791,672,"Germany",4.5e+07
"2647",104,76,50026353,13607,88,"USA",1.1e+08
"2648",59,93,48114556,4604,91,"USA",2.6e+07
"2649",195,96,47781388,41293,531,"USA",4e+07
"2650",117,86,45860039,14146,221,"USA",5.6e+07
"2651",157,109,45489752,28493,214,"USA",2.6e+07
"2652",220,92,44540956,3950,1473,"USA",4e+05
"2653",124,131,42044321,12522,342,"USA",8e+07
"2654",167,125,41814863,1970,308,"USA",5e+07
"2655",143,108,40203020,15634,259,"UK",4e+07
"2656",212,87,40198710,3144,660,"USA",1e+08
"2657",58,95,40066497,1792,247,"USA",8e+06
"2658",193,104,39692139,41701,400,"USA",3.5e+07
"2659",197,106,37760080,12871,618,"USA",7e+07
"2660",93,119,37486138,2052,106,"USA",5e+07
"2661",248,206,34293771,24598,1390,"Germany",1.55e+08
"2662",273,108,34126138,19364,1514,"USA",2e+07
"2663",212,98,33987757,28027,903,"USA",2.7e+07
"2664",192,140,33682273,2114,622,"USA",3.3e+07
"2665",233,98,32774834,2609,700,"USA",3e+07
"2666",127,94,32003620,1102,355,"USA",2.5e+07
"2667",94,97,31526393,2730,144,"USA",2.5e+07
"2668",45,97,31179516,5006,49,"USA",1.2e+07
"2669",74,89,29302097,2167,105,"Germany",1.5e+07
"2670",117,97,28328132,9814,147,"USA",5.8e+07
"2672",205,102,26781723,1655,978,"USA",2500000
"2673",164,102,25266129,3592,358,"USA",3.5e+07
"2674",259,119,24006726,15757,632,"USA",5e+07
"2675",188,120,24004159,3175,191,"USA",1.1e+08
"2676",187,121,23472900,4142,609,"UK",17500000
"2677",55,100,23222861,3742,44,"USA",2.6e+07
"2678",89,96,22913677,17292,244,"USA",3.5e+07
"2679",106,137,22406362,5780,267,"USA",1.07e+08
"2680",63,104,21800302,4462,63,"USA",3e+07
"2681",86,84,21176322,5039,207,"USA",4e+07
"2682",114,113,21009180,4397,222,"USA",4.5e+07
"2683",73,105,20422207,4369,116,"USA",3.5e+07
"2684",88,109,18947630,55,124,"France",59660000
"2685",150,88,18225165,3114,316,"USA",9e+06
"2686",90,90,17848322,961,102,"Ireland",2.8e+07
"2687",92,93,17718223,14180,316,"USA",2.5e+07
"2689",377,99,17104669,537,354,"Hong Kong",2e+07
"2690",148,88,17016190,2567,214,"Romania",1.2e+07
"2691",84,95,16964743,4681,140,"USA",2.4e+07
"2692",129,98,16831505,9330,173,"UK",3.1e+07
"2693",54,91,16702864,18711,49,"USA",1.8e+07
"2694",74,98,16323969,18085,112,"USA",4e+07
"2695",118,141,16123851,1618,148,"USA",2.3e+07
"2696",77,84,15712072,2915,138,"USA",2e+07
"2697",126,110,14589444,911,513,"USA",2.5e+07
"2698",82,110,14469428,2466,95,"USA",2.6e+07
"2699",130,102,14334645,23352,191,"USA",2.5e+07
"2700",70,91,14018364,3974,111,"USA",3e+07
"2701",75,92,13922211,3935,150,"USA",1.6e+07
"2702",246,99,13464388,1686,859,"UK",4e+06
"2703",135,103,13395939,3639,146,"UK",6e+07
"2704",119,125,13337299,729,226,"USA",2e+07
"2705",98,114,12831121,679,298,"USA",3e+07
"2706",183,107,12784713,8094,381,"USA",2.2e+07
"2707",65,101,12189514,842,129,"USA",2.3e+07
"2708",65,101,12189514,829,129,"USA",2.3e+07
"2709",76,99,12181484,1189,176,"USA",4e+07
"2712",193,100,11529368,0,404,"USA",65000
"2713",248,119,11041228,1244,420,"China",1e+08
"2715",46,103,10411980,4676,212,"USA",1.5e+07
"2716",188,118,10214647,17490,204,"USA",1.1e+07
"2717",32,88,9109322,1343,129,"Germany",2e+07
"2718",121,92,8786715,5668,324,"USA",5e+06
"2719",101,99,8712564,1721,139,"USA",2.7e+07
"2720",52,89,8070311,13626,75,"USA",1e+07
"2721",76,108,8054280,2730,117,"USA",2e+07
"2722",93,104,7739049,847,112,"Canada",1.8e+07
"2724",76,95,6768055,2260,229,"UK",5.7e+07
"2725",119,122,6601079,2321,276,"UK",7e+06
"2726",155,101,6517198,308,172,"Colombia",3e+06
"2727",33,74,6491350,5139,26,"USA",1e+07
"2728",75,88,6471394,11972,93,"USA",5e+07
"2729",186,133,6167817,405,239,"France",4.7e+07
"2730",113,118,6144806,23689,248,"USA",2.3e+07
"2731",76,110,5881504,2972,50,"USA",3.9e+07
"2732",211,80,5792822,65,492,"USA",2700000
"2733",192,178,5501940,2334,564,"Germany",13500000
"2734",167,100,5005883,2295,361,"USA",2e+07
"2735",66,119,4992159,3306,201,"USA",8550000
"2737",212,119,4710455,24263,330,"Japan",2.4e+07
"2738",127,101,4476235,4186,226,"USA",2.7e+07
"2739",169,125,3753806,3133,165,"UK",1.1e+07
"2740",117,131,3752725,16252,161,"USA",1.8e+07
"2741",112,97,3629758,745,110,"France",5500000
"2742",6,118,3347439,1233,33,"USA",7500000
"2743",29,192,2921738,9984,119,"India",7e+06
"2745",149,105,2338695,29277,263,"UK",4e+06
"2747",157,125,2086345,529,140,"Spain",1e+07
"2748",232,104,1487477,206,310,"Russia",4200000
"2750",141,84,1197786,962,157,"France",1.2e+07
"2752",86,148,1110186,1730,224,"South Korea",12800000
"2753",204,94,1082044,24994,458,"Spain",5e+06
"2754",84,97,1029017,21107,135,"USA",6500000
"2755",124,86,992238,763,103,"UK",1700000
"2756",47,98,795126,955,52,"Canada",6e+06
"2757",188,100,665426,16264,444,"USA",1.65e+08
"2758",126,90,603943,2655,154,"USA",5e+05
"2759",406,120,499263,705,2814,"USA",3e+07
"2761",143,77,424760,368,371,"USA",7000
"2762",105,103,410388,991,79,"Japan",2127519898
"2763",76,100,396035,2721,48,"UK",1e+06
"2764",15,85,381225,66,13,"USA",2e+05
"2765",46,96,371081,51441,86,"USA",6e+06
"2766",78,106,304124,358,37,"Argentina",1400000
"2767",194,129,261481,2378,210,"Hong Kong",1.2e+07
"2768",73,111,228524,768,56,"USA",4e+06
"2770",43,78,191309,1008,64,"USA",150000
"2771",81,110,136007,776,39,"France",4500
"2773",50,91,96793,6380,135,"USA",3500000
"2774",40,98,95016,362,56,"Germany",2700000
"2775",43,90,85222,163,84,"USA",1100
"2776",27,85,70527,14656,68,"USA",6500000
"2777",177,123,64286,34495,1111,"USA",2.9e+07
"2778",16,120,42880,23769,50,"UK",2.4e+07
"2779",60,94,36830,256,63,"UK",1400000
"2780",185,120,23947,12755,1100,"USA",1.3e+07
"2781",100,102,23106,2572,58,"Italy",5e+07
"2782",13,103,16066,1789,44,"Germany",5e+06
"2783",34,133,9910,774,94,"Sweden",2.5e+07
"2784",99,90,6013,1311,207,"UK",695393
"2785",13,109,5199,185,23,"USA",2e+05
"2800",301,100,380838870,5641,866,"USA",9.4e+07
"2801",328,192,377019252,6434,3189,"USA",9.4e+07
"2802",271,143,305388685,48184,2113,"USA",1.4e+08
"2803",275,138,281492479,534,2789,"USA",1.5e+08
"2804",191,101,242589580,21276,604,"USA",8.1e+07
"2805",289,134,214948780,20952,1055,"Canada",1.1e+08
"2806",152,97,173381405,43354,395,"USA",3.3e+07
"2807",280,109,150350192,1769,1676,"USA",2e+08
"2808",245,129,139259759,1062,2121,"Australia",1.5e+08
"2809",104,94,138614544,7014,288,"USA",4e+07
"2810",94,147,138396624,12954,511,"USA",1.3e+08
"2811",121,105,132541238,2505,236,"USA",3.3e+07
"2812",267,138,132122995,1814,1445,"USA",1.37e+08
"2813",150,107,127083765,25296,370,"USA",7.6e+07
