"num_critic_for_reviews","duration","director_facebook_likes","gross","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes"
373,146,150,169705587,23227,2,460,2.5e+07,8.1,75000
224,128,386,3254172,36337,1,105,2.8e+07,6.2,11000
94,93,67,84185387,7800,0,149,8e+07,4.9,567
25,107,0,52528330,1166,1,18,2.6e+07,5.4,0
273,97,31,82163317,4692,0,885,3e+07,5.8,3000
78,101,187,145109,1041,2,25,2500000,4.7,488
66,82,8,80920948,2251,0,118,3e+07,6,425
459,85,198,80034302,3958,0,2192,2.5e+07,7,0
488,122,1000,74273505,4738,0,1518,2.5e+07,8.1,21000
146,99,167,134141530,2394,1,109,2.5e+07,6.2,0
168,97,11,71500556,16999,3,571,2.6e+07,6.7,0
152,121,529,71309760,1323,1,498,2.5e+07,7.3,18000
133,95,0,89808372,3500,2,297,4.5e+07,4.6,660
139,105,99,77264926,5740,5,107,2.5e+07,6.1,0
245,108,425,70625986,22739,1,178,2.5e+07,6.2,24000
70,115,43,55973336,9082,1,365,2.5e+07,6.1,0
216,86,70,54098051,2420,0,571,2.5e+07,5.8,0
170,101,96,60443237,1852,0,106,2.5e+07,6.5,29000
181,96,47,82234139,28071,3,522,1.7e+07,7.2,6000
226,101,395,51676606,58823,1,632,2.5e+07,7.8,0
24,100,0,52528330,3202,0,27,2.5e+07,4.7,0
408,117,248,51533608,16606,1,755,2.5e+07,6.8,32000
180,101,21,51097664,23328,0,450,3e+07,5.9,0
181,98,285,84136909,656730,5,577,2.6e+07,7.2,0
79,102,91,47285499,3037,3,104,2.6e+07,5,542
128,97,52,47124400,17278,0,181,2.5e+07,6.6,0
270,109,175,66489425,26625,3,161,2.5e+07,6.5,0
398,158,0,40218903,533,0,1107,2.5e+07,8.1,16000
38,85,0,39880476,2908,0,33,2.5e+07,5.2,187
45,80,0,39399750,3017,0,35,2.5e+07,5.6,329
81,86,92,38230435,3001,3,179,2.5e+07,5.8,0
88,119,42,39008741,6862,0,223,2.5e+07,6.6,0
116,98,20,36833473,7945,1,254,2.5e+07,6.6,0
129,97,29,48237389,18789,1,126,2.5e+07,5.5,0
72,105,23,36310118,3535,1,59,1.5e+07,5.5,671
151,124,44,36447959,6393,0,96,2.5e+07,7,10000
198,97,176,45089048,36064,3,260,2.5e+07,6.5,58000
66,105,29,35990505,16400,1,194,2e+07,5.8,0
167,104,108,35143332,1340,0,316,1.7e+07,5.6,0
127,101,7,35000629,2822,1,150,2.5e+07,5.6,0
109,101,43,34604054,6867,2,185,3e+07,5.8,1000
174,114,335,41597830,12624,3,660,2.5e+07,7.6,0
91,105,99,33687630,20109,0,261,2e+07,6.4,0
151,90,68,32553210,794,0,235,2.5e+07,6.3,0
94,97,27,31526393,2730,0,144,2.5e+07,4.6,686
91,144,0,41229,18442,6,41,25500000,6.5,0
148,114,59,31655091,50927,0,364,3e+07,7.5,18000
146,87,234,30538669,3850,3,114,3.5e+07,5.7,0
83,88,82,25615792,4378,0,50,2.5e+07,3.5,657
71,92,23,25590119,1315,0,119,21150000,4.8,387
175,111,81,33631221,3784,1,145,2.5e+07,6,0
322,121,53,37738400,39690,3,285,2.5e+07,7.3,30000
67,98,3,24381334,235,2,81,4e+07,6,901
112,107,13,21835784,1095,3,161,3e+07,6.6,0
216,106,452,15785632,21195,3,119,2.3e+07,7.5,15000
213,97,41,23527955,12841,1,165,2.5e+07,6.4,0
298,99,24,24042490,3744,1,250,2.5e+07,5.6,10000
119,103,5,22466994,33565,0,166,2.5e+07,6.3,0
251,95,0,17791031,11994,0,888,2.5e+07,7.3,0
92,93,17,17718223,14180,5,316,2.5e+07,6.6,0
58,98,70,15361537,1855,0,132,1.3e+07,4.6,564
73,90,176,16647384,4431,1,56,2.6e+07,5.1,498
86,120,0,15331289,1217,1,106,8e+06,7.5,0
287,115,219,15045676,2466,1,376,1.6e+07,5.6,0
233,93,27,17427926,1749,0,351,8e+06,5.9,0
86,99,154,14983572,2498,1,162,2.5e+07,4.7,378
160,107,0,14637490,2537,2,136,2.5e+07,4.8,0
126,110,42,14589444,911,2,513,2.5e+07,6.8,0
52,85,54,13973532,3065,1,92,2.5e+07,5.1,215
260,132,241,1865774,27659,2,174,3e+07,7,43000
111,88,82,13920741,2062,5,149,2.2e+07,6.7,0
231,90,160,18860403,4952,0,130,2.5e+07,4,0
159,110,425,28831145,3757,1,113,2.5e+07,6.8,14000
199,122,0,11538204,21163,0,135,2.5e+07,7,0
119,107,308,11008432,16651,0,194,2.5e+07,7.1,5000
120,127,36,12188642,2230,7,56,2.6e+07,6.9,0
58,104,8,352786,210,2,11,1.7e+07,6.3,853
317,140,149,13651662,29692,1,514,2.5e+07,8.2,77000
143,112,108,10911750,43560,2,99,2.5e+07,6.5,982
72,99,79,10719367,28987,3,157,2.5e+07,4.9,261
264,92,30,49122319,2348,0,162,1.4e+07,5.9,17000
190,110,37,10324441,11431,1,140,2.5e+07,5.8,7000
142,116,529,7156933,1134,0,74,2.5e+07,6.7,348
355,111,214,56692,23566,2,504,2.5e+07,7.3,32000
31,95,32,5654777,2165,3,26,2.5e+07,4.1,206
87,95,6,5516708,2413,2,91,2.5e+07,4.9,295
126,127,79,5128124,12574,1,251,2.5e+07,7.9,11000
285,105,160,34014398,2603,0,1033,3.3e+07,5.6,4000
23,95,2,4006906,4990,7,20,1.5e+07,4.1,83
229,121,353,3073392,142,0,300,2.5e+07,6.6,0
143,92,892,1550000,2930,2,471,2.5e+07,2.9,937
376,80,2000,19783777,25143,3,181,2.5e+07,7.2,21000
97,107,460,871527,16090,2,128,2.5e+07,6.5,507
73,91,80,12495865,539,0,35,4e+07,6.8,0
160,107,0,1186957,1591,3,69,2.5e+07,6.8,0
124,131,911,85433,5954,2,131,13500000,7.8,31000
280,122,0,1697956,13809,2,212,2e+07,6.7,6000
56,88,4,73678,3874,2,22,3800000,6.1,0
118,134,0,183662,890,6,48,2.5e+07,7.1,0
49,117,138,134904,3204,9,17,2.5e+07,5.7,636
4,80,0,563699,53,0,24,2.5e+07,2.9,90
16,85,0,425899,48,0,8,2.5e+07,5.2,200
336,138,0,16969390,27797,4,431,2.5e+07,5.3,24000
91,121,9,19151864,3287,2,103,2.5e+07,6.2,0
65,100,3,129115,285,2,26,2.5e+07,6.5,0
7,100,535,140987,2204,0,11,2.5e+07,4.1,437
252,137,179,717753,33747,4,128,2.5e+07,6.1,27000
285,139,13000,70269171,15111,0,962,2.4e+07,7.2,0
163,114,19,28772222,3962,1,163,1.05e+08,5.3,37000
123,98,149,1512815,21414,0,56,2.5e+07,5.8,0
52,106,167,65182182,4830,8,38,2.4e+07,5.7,3000
129,98,36,57262492,17582,4,318,2.4e+07,6.7,0
123,88,480,74608545,10325,4,404,2.4e+07,7.2,0
106,115,597,32662299,3946,1,275,2.4e+07,6.9,0
247,101,0,31452765,638,7,243,2.4e+07,6.6,0
156,110,119,25167270,12254,4,263,2.4e+07,6.3,455
271,94,293,32416109,32474,0,268,2.5e+07,6.2,15000
45,88,269,20218,2557,2,50,2.4e+07,5.3,204
84,95,126,16964743,4681,1,140,2.4e+07,5.6,876
51,107,48,12372410,4971,1,101,2.4e+07,5.3,650
169,89,41,9639242,5470,0,68,2.4e+07,4.9,0
365,88,192,25003072,5737,0,374,2.4e+07,5.5,13000
113,118,18000,6144806,23689,1,248,2.3e+07,6.7,0
16,120,6,42880,23769,3,50,2.4e+07,5.1,181
196,98,88,23225911,14699,1,157,2.4e+07,6.5,12000
212,119,6000,4710455,24263,0,330,2.4e+07,8.2,13000
445,88,181,75590286,28011,4,553,23600000,7.7,26000
446,201,0,218051260,7122,0,2618,2.07e+08,7.2,0
211,98,70,53302314,3345,1,674,2.3e+07,6.7,0
421,101,0,40962534,57077,1,288,12500000,7.1,22000
214,112,123,39235088,16196,0,805,2.3e+07,7.1,5000
92,97,956,27338033,20798,3,167,2.3e+07,6.1,0
574,126,0,25556065,19359,1,748,2.3e+07,8,148000
216,106,452,15785632,21195,3,119,2.3e+07,7.5,15000
140,97,131,21973182,23242,2,339,2.3e+07,6.6,0
28,100,3,4756,2450,4,32,2.5e+07,5.4,0
65,101,3,12189514,829,0,129,2.3e+07,6.1,0
53,88,12,13019253,1509,4,47,2.3e+07,5.6,153
394,93,0,18934858,31187,5,397,2.3e+07,5.8,0
47,94,258,11508423,2453,2,19,2.3e+07,5.1,376
232,121,549,6777589,24248,2,224,2.5e+09,7.2,0
165,111,105,6109075,735,1,65,19430000,6.7,0
45,90,78,2964,4142,1,49,1.1e+07,6.3,0
155,100,350,2708188,365,1,43,2.3e+07,6.2,0
118,141,300,16123851,1618,2,148,2.3e+07,6.2,767
55,139,3,3827466,1059,0,33,2.3e+07,6.9,765
314,114,101,71975611,214,0,580,2.5e+07,6.8,11000
183,111,0,4190530,1795,0,185,22500000,7.1,18000
92,127,102,75597042,6657,0,174,2e+07,7,0
112,110,99,90636983,15170,0,83,2.2e+07,6.2,0
75,84,42,55762229,1203,1,132,2.2e+07,4.8,1000
180,122,529,54235441,1484,3,185,2.2e+07,7.3,55000
129,132,24,40270895,3152,0,431,2.2e+07,7.6,15000
61,170,25,59696176,775,1,174,2.2e+07,5.6,15000
226,133,235,51483949,1777,0,806,2.2e+07,7,0
116,112,101,36020063,2019,2,375,2.2e+07,6.6,0
248,108,0,33313582,16031,1,175,2.1e+07,6.5,0
98,83,2,22264487,1729,0,166,2.2e+07,4.6,887
168,105,31,30659817,1006,10,95,2.6e+07,6.4,0
159,110,118,5773519,12876,2,91,4e+07,6,11000
134,108,24,3108216,540,2,21,3660000,6.4,0
97,96,221,19351569,664,1,201,2.2e+07,5.9,739
88,94,42,49002815,3153,2,35,2.2e+07,6.4,0
181,104,0,30059386,11632,5,867,2.2e+07,6.9,0
257,136,0,35799026,34838,1,899,1.26e+08,6.9,0
95,106,12,17951431,4239,1,200,3e+07,5.8,804
423,106,1000,29997095,38494,5,302,2.2e+07,6.4,23000
93,98,4,14252830,3769,0,242,2.2e+07,5.3,0
203,100,39,19783777,39989,1,154,2.2e+07,6.5,15000
38,95,34,13555988,2216,1,38,2.2e+07,5.7,0
183,107,737,12784713,8094,11,381,2.2e+07,6.7,0
18,104,53,5974653,4221,0,111,2.2e+07,4.1,158
148,96,11,16027866,1411,0,121,2.5e+07,5.1,0
111,114,2,4829497,42484,1,260,4e+07,6.4,0
231,145,719,4398392,2590,1,232,2.1e+07,7.8,0
115,116,13,1050445,773,0,147,2.2e+07,7.8,11000
176,100,21,13746550,15922,5,104,2e+06,6.1,0
98,104,144,20668843,2453,3,54,2.2e+07,5.8,687
149,92,17,2963012,14617,1,105,2.2e+07,6.3,11000
138,105,43,1796024,37766,1,135,2.2e+07,5.4,0
78,120,2,634277,1651,1,27,1.6e+07,7.3,815
288,116,108,11326836,24134,0,231,2.2e+07,6.8,17000
299,119,209,49024969,3284,0,363,2.5e+07,7.3,0
82,106,195,59774,30,4,22,2.2e+07,6.7,0
275,112,11000,16684352,1205,0,163,1.7e+07,6.3,18000
168,87,0,8579684,24324,0,199,9e+06,7.4,0
85,106,48,40219708,18630,3,131,2.1e+07,6.3,0
539,122,737,132088910,72115,0,692,2.1e+07,7.8,117000
84,123,98,36581633,3994,1,235,2.1e+07,7.5,10000
75,133,0,37721949,6035,0,73,5e+07,6,0
171,92,255,25296447,27572,0,460,2.1e+07,6.8,0
140,110,65,24848292,4089,1,184,2e+07,6.6,0
217,98,0,9430988,1997,2,115,1.7e+07,7.1,7000
131,120,0,16284360,6212,1,79,2.1e+07,6.1,1000
111,112,52,6830957,16692,3,147,2.1e+07,6.7,365
466,127,140,24104113,46241,1,517,2e+07,7.1,24000
276,91,0,958319,34705,0,148,2.1e+07,6.7,17000
148,90,2,20259297,19952,0,258,2e+07,4.7,0
121,105,163,132541238,2505,2,236,3.3e+07,5.5,800
156,101,79,117224271,1787,1,81,2e+07,7.1,0
100,91,67,94497271,4729,1,99,2e+07,3.7,0
511,112,0,137387272,9049,0,807,2e+07,7.5,131000
75,95,32,82301521,3558,2,149,3.2e+07,4.6,773
148,100,265,84518155,2654,0,144,2e+07,4.9,11000
253,105,154,80050171,2287,0,491,2e+07,6.9,0
204,108,0,81257845,4403,1,479,3.5e+07,7.1,0
98,114,118,12831121,679,0,298,3e+07,7,0
62,109,322,69148997,6313,4,251,3.7e+07,5.4,0
549,115,729,82624961,9578,0,439,2e+07,7.3,22000
106,117,99,67325559,1293,0,331,2e+07,7.1,0
123,107,30,62933793,2341,1,185,2e+07,5.8,10000
597,134,0,56667870,4251,0,695,2e+07,8.1,83000
64,118,30,56398162,2390,0,185,2e+07,5.7,2000
40,121,0,60072596,6657,8,68,2e+07,4.4,0
151,110,17,56154094,21852,0,130,2e+07,7.6,51000
31,114,0,65623128,2753,5,50,2e+07,4.8,0
81,100,24,55461307,18786,9,46,2e+07,6.7,18000
99,85,64,48546578,6539,0,613,2e+07,2.7,806
80,72,2,48423368,3402,1,79,2e+07,5.8,302
364,128,151,52066000,3869,0,212,2e+07,7.5,22000
85,72,0,47887943,4480,0,58,2e+07,5.4,227
140,89,19,46363118,1383,0,389,2e+07,4.1,1000
184,96,9,47852604,1825,0,337,2e+07,5.9,0
89,77,25,45542421,575,0,53,3e+07,6.3,347
265,123,174,41573740,88953,1,383,4.2e+07,7,20000
61,111,132,42652003,2851,0,87,2e+07,6.8,33000
112,93,82,39737645,4293,11,666,2e+07,2.3,0
474,128,310,44988180,1058,2,409,2e+07,8.1,80000
165,110,119,39263506,2382,1,135,2.2e+07,6.1,0
131,137,70,39143839,5746,0,284,2e+07,5,930
111,115,272,37442180,52571,1,236,2e+07,6.2,0
333,105,210,35596227,1454,1,463,2e+07,6.3,10000
122,82,82,36658108,2898,7,187,2e+07,3.5,16000
285,143,0,34300771,11248,3,908,2.5e+07,7.5,0
156,103,189,34290142,4662,8,145,19800000,6.6,14000
293,104,53,33422556,33903,0,321,2e+07,7.5,0
233,98,406,32774834,2609,5,700,3e+07,7.2,0
282,92,34,34334256,1945,0,255,1.1e+07,4.8,16000
153,88,92,32014289,34319,8,177,2e+07,3.5,13000
324,128,835,31838002,13189,1,281,2e+07,7.6,10000
122,107,58,36874745,389,2,117,2e+07,6.3,21000
156,91,17,30079316,1083,0,474,3.5e+07,5.5,0
161,90,12,35033759,2462,4,93,1.9e+07,6.3,21000
121,101,29,29062561,3292,0,119,3.5e+07,5.6,0
258,113,108,31146570,1136,3,165,2e+07,6.9,0
174,113,350,27277055,3141,0,602,2e+07,7.6,10000
141,87,2,26876529,1834,1,189,2.7e+07,3.9,0
222,111,79,30028592,27755,0,189,2e+07,7.3,0
273,108,1000,34126138,19364,1,1514,2e+07,8.3,52000
91,105,99,25677801,4813,6,136,2e+07,5.8,0
190,109,453,26415649,33878,4,189,2e+07,6.8,0
427,109,1000,26003149,278,6,401,2e+07,7,49000
93,99,26,25584685,3327,5,102,2e+07,5.9,590
292,98,35,29975979,189,0,281,2e+07,6.5,0
180,104,14,31584722,5707,1,131,2e+07,6.4,0
94,109,15,23179303,4257,3,44,2e+07,5.8,6000
112,75,19,23078294,3590,0,281,9e+06,5.1,0
84,90,0,25077977,2486,0,84,2e+07,5.3,0
120,97,212,23292105,3261,0,334,2e+07,5.3,3000
90,103,31,26870825,14903,3,124,2e+06,6.4,0
103,89,0,20916309,88422,4,37,4e+07,4.9,431
86,96,24,28876924,1780,0,35,2e+07,7.1,0
190,115,0,20207003,10507,0,202,3.5e+07,6.8,0
80,112,41,19151864,3301,3,100,4e+07,5.9,0
98,104,19,23393765,18760,0,76,2e+07,6.3,0
88,113,0,18882880,4039,3,125,2e+07,5.9,681
154,124,57,19661987,17050,2,231,2e+07,7.5,0
274,148,0,18352454,18752,0,760,1.5e+07,8.2,76000
110,108,480,17803796,4374,1,97,2e+07,5.9,484
173,95,83,17529157,2173,0,220,2e+07,5,25000
45,68,0,18081626,861,0,32,2e+07,6.4,264
377,99,0,17104669,537,1,354,2e+07,7.8,0
43,88,0,16988996,8189,1,75,3.5e+07,4,422
201,128,395,15797907,904,0,230,2e+07,7.6,0
192,124,0,16248701,7567,0,559,2e+07,7.7,0
77,84,2,15712072,2915,0,138,2e+07,5.8,269
350,122,308,191449475,44061,1,1535,3.7e+07,5.2,19000
81,101,13,15408822,2698,3,92,2e+07,5.6,401
81,98,143,15464026,1189,2,158,2e+07,5.3,1000
222,105,909,14359793,2327,0,188,3e+07,7.4,10000
155,111,53,42385520,9941,0,81,19500000,6.2,0
111,88,82,14174654,2857,0,359,2.5e+07,1.9,0
107,88,190,15988876,137712,6,110,2.7e+07,5.7,0
151,117,20,13987482,15713,1,91,2e+07,6,0
289,95,4,14291570,1414,2,236,2e+07,6.1,10000
76,99,272,12181484,1189,1,176,4e+07,4.8,713
150,96,83,13630226,30541,0,223,2e+07,6.2,0
36,123,6,13391174,908,0,177,2e+07,6.3,0
149,101,176,12987647,3431,2,199,3e+07,7.1,983
156,102,563,12469811,13156,1,316,2.2e+07,6.6,0
64,94,394,12398628,2880,2,88,2e+07,6.1,977
210,102,192,13214030,500,3,147,2e+07,6.7,0
113,108,212,12232937,2799,1,113,2.2e+07,5.6,0
390,116,198,12134420,20258,0,366,2e+07,7.2,25000
248,102,1000,11169531,1778,2,235,2e+07,6.4,0
137,103,350,11034436,5637,1,180,2e+07,7.1,0
214,115,214,12626905,27214,3,106,2e+07,6.3,0
175,101,53,13650738,16926,1,129,2e+07,6.6,25000
168,87,0,8579684,24324,0,199,9e+06,7.4,0
166,111,0,9525276,3309,0,299,2e+07,6.8,0
160,99,52,8855646,23409,1,117,2.1e+07,7.2,10000
32,88,84,9109322,1343,3,129,2e+07,1.9,0
72,83,10,8326035,1019,2,76,3.3e+07,5.5,676
53,91,10,8104069,2700,3,26,2e+07,4.5,233
76,108,54,8054280,2730,3,117,2e+07,6.3,924
401,148,0,8093318,707,0,242,2e+07,6.7,18000
31,77,3,7382993,2185,0,114,2e+07,2.8,346
65,110,9,8888355,3177,19,25,2e+07,5,0
45,83,119,7001720,2907,2,205,1.2e+07,4.3,797
260,107,0,7268659,2848,7,164,2e+07,5.6,48000
129,100,17,6852144,1267,0,213,2.2e+07,6.2,0
58,87,29,6563357,4218,4,120,2e+07,5.3,847
45,106,38,6420319,5705,0,122,2e+07,7.4,15000
345,99,0,5702083,23755,3,190,1.5e+07,6.5,36000
232,100,0,5480996,39507,0,293,8700000,7.1,0
116,116,150,6002756,21200,2,75,2e+07,7.2,13000
148,94,892,5132655,838,0,521,2e+07,2.3,1000
79,111,650,5205343,1573,3,39,2e+07,6.4,1000
167,100,143,5005883,2295,1,361,2e+07,6.1,0
350,125,78,5749134,3979,0,180,2e+07,7,0
25,114,329,3517797,3493,0,102,2e+07,6.5,971
99,119,18,4234040,64,0,45,2e+07,7,0
231,135,162,4001121,36398,0,230,2e+07,7,0
119,93,19,3749061,30134,3,113,2e+07,4.9,0
182,114,0,3519627,3014,4,105,2e+07,6.9,0
245,124,0,3081925,24732,0,274,2.1e+07,7.5,13000
69,114,22,2353728,1776,5,53,2e+07,6.9,235
168,104,214,1900725,2129,1,232,2e+06,7.4,0
27,118,14,2246000,3384,4,20,2e+07,7,0
28,80,121,1646664,2467,2,66,2e+07,2.8,241
146,107,110,1190018,25088,2,1137,2e+07,7.5,20000
67,125,55,1027749,1003,4,33,4e+07,7.1,1000
93,115,115,882710,11433,2,138,2.4e+07,6.4,401
28,88,12,1064277,1978,0,83,2e+07,6.7,831
131,122,11000,531009,22319,0,61,1e+07,5.3,0
105,103,78,410388,991,1,79,2127519898,6.9,973
21,101,25,375474,20354,0,46,2e+07,6.2,445
140,101,46,578382,39515,2,67,5e+06,6.3,0
83,86,0,206678,82,1,66,1e+07,6.5,1000
138,107,14,1183354,1577,1,75,2e+07,5.1,0
42,100,3,121972,15612,3,81,2.2e+07,5.5,217
92,110,278,263365,3785,2,36,2e+07,5.4,0
140,106,448,54734,10982,1,62,2e+05,5.7,0
29,102,10,352684,1113,3,29,2.5e+07,6.2,314
29,98,5,5974653,20472,1,118,2e+07,6.7,0
39,83,0,11508423,15680,0,11,2e+07,5.8,1000
2,153,0,206400,164,0,1,1e+08,7,58
2,98,2,7707563,1092,4,3,2e+07,4.8,70
64,96,160,21973182,17957,2,101,2e+07,5.6,0
120,105,17,42919096,16355,3,133,27220000,6.4,11000
143,125,43,8047690,2608,0,220,19400000,7.5,0
160,184,34,476270,1601,2,110,2e+07,7.4,0
286,97,52,100292856,5547,0,296,2e+07,5.7,16000
69,95,15,51431160,3092,2,232,2e+07,5.9,0
149,91,17,41867960,3023,0,478,2e+07,5.5,0
36,113,0,51697449,1465,6,59,1.3e+07,4.1,1000
6,90,97,2592808,2374,4,6,2.7e+07,5,1000
181,101,8,27758465,1292,2,120,1.9e+07,6.1,0
97,95,189,56127162,2020,2,205,1.8e+07,5.4,0
167,109,93,1357042,35561,1,125,1.5e+07,7.1,14000
47,85,2,15911333,2429,1,119,1.9e+07,3.6,663
308,101,42,39103378,2609,0,251,2e+07,6.5,0
246,125,6000,10049886,44,0,902,1.9e+07,8.6,28000
23,118,0,13220,635,1,12,4e+06,6.2,332
252,131,33,21483154,1985,1,236,1.9e+07,7.6,53000
102,129,51,8396942,4324,1,103,1.9e+07,6.5,0
134,100,14,12561,4094,2,181,1.9e+07,6.4,13000
136,97,31,6923891,5519,4,83,2.3e+07,6.3,0
102,121,33,5308553,3260,2,37,1.6e+07,6.4,0
63,110,44,560512,8972,0,3,1.5e+07,7.8,599
220,90,15,64255243,120797,0,518,1.9e+07,6,0
241,81,0,22245861,25489,0,710,1.9e+07,7.7,0
252,97,0,20433940,1876,8,662,1.5e+07,6.2,0
23,107,15,50000,151,2,4,3400000,5.7,124
192,100,0,18439082,7252,3,287,18500000,6.4,13000
351,97,89,150056505,2771,3,397,1.8e+07,6.4,21000
343,82,119,128505958,505,1,1198,1.8e+07,7.3,0
163,96,126,95001351,4380,1,548,1.8e+07,6.2,0
233,122,301,75072454,2759,0,522,2e+07,6.7,0
169,110,179,13998282,15044,1,374,1.6e+07,3.1,31000
142,103,15,6061759,1615,0,475,1.7e+07,6.3,0
50,106,8,64955956,3956,4,69,1.8e+07,5.7,265
195,98,72,60057639,3151,2,485,1.8e+07,7.1,10000
156,94,52,59573085,2259,10,103,1.8e+07,6.1,19000
103,99,42,52691009,3567,2,45,2.1e+07,6.6,0
146,89,29,43818159,4867,0,260,2e+07,3.9,1000
159,97,70,86049418,5032,4,554,1.7e+07,7,0
111,113,22,43601508,1310,1,317,1.8e+07,6.7,0
187,131,500,41300105,3261,0,651,19800000,7.3,0
588,119,0,42335698,21668,8,1101,1.8e+07,7.8,114000
415,98,11000,33404871,1353,1,384,1.8e+07,7.3,36000
279,111,521,31471430,313,0,828,1.5e+07,7.6,0
97,94,23,30222640,4868,2,144,2.5e+07,5.3,0
110,106,80,43853424,5024,1,114,1.8e+07,7.1,15000
190,86,62,23993605,727,1,248,1.8e+07,5.8,0
111,109,7,22927390,4947,0,77,1.8e+07,5.6,0
134,123,64,22452209,5734,0,82,1.8e+07,5,0
450,94,0,18329466,11984,0,440,1.8e+07,7.6,63000
128,94,11000,17071230,23283,0,192,1.8e+07,6.7,812
68,115,13,17174870,1201,2,210,1.8e+07,6.7,0
97,107,24,26284475,10691,13,68,1.7e+07,5.7,0
54,91,38,16702864,18711,0,49,1.8e+07,5.2,591
99,125,34,15561627,21622,0,359,1.8e+07,7.5,0
412,122,0,17750583,28933,0,307,3e+07,7.2,23000
107,102,0,14793904,4072,1,80,1.8e+07,5.3,0
192,90,44,15281286,16004,2,105,1.8e+07,6.5,0
104,109,128,13491653,14995,0,213,1.8e+07,6.1,813
146,90,31,10494494,676,1,109,1.8e+07,4.4,4000
107,94,0,15155772,1673,2,48,1.8e+07,5.7,3000
93,104,109,7739049,847,2,112,1.8e+07,7.1,562
184,112,97,6615578,1341,2,82,1.3e+07,7,0
217,111,655,13362308,39307,1,111,1.8e+07,6.9,0
160,126,44,5701643,653,0,165,2e+07,7.3,0
209,114,0,5694401,46944,4,192,1.8e+07,7.3,12000
83,117,78,4806750,1598,0,53,1.5e+07,7.4,0
263,112,337,3707794,5671,0,156,1.8e+07,6.7,0
128,108,11000,3203044,14843,2,155,1.8e+07,6.4,827
186,116,6,4435083,39463,2,119,1.8e+07,7.1,18000
292,144,0,2222647,167,0,193,1.2e+07,7.8,0
15,92,662,531806,1498,0,6,7500000,4,378
79,103,154,676698,4094,0,180,1.8e+07,7.2,2000
103,93,190,3419967,1083,0,56,4.1e+07,7.2,19000
97,98,34,15408822,2215,1,93,1.8e+07,5.1,1000
59,114,157,4734235,198,0,20,1.8e+07,5.5,342
23,92,55,57011847,3212,1,50,1.8e+07,5.2,0
112,105,2,63260,1185,0,90,1.4e+07,6.7,0
45,90,78,9123834,4142,1,49,1.1e+07,6.3,0
195,114,89,26896744,25804,2,140,1.4e+07,6.2,10000
256,119,99,121463226,17584,2,555,2e+07,7.6,0
44,103,0,90485233,3699,0,45,5.5e+07,4.1,804
59,91,512,35143332,13545,2,34,1.8e+07,5.3,0
97,98,209,58006147,816,2,108,2.3e+07,6.2,0
142,80,19,51053787,14385,1,247,17500000,6.5,0
187,121,83,23472900,4142,1,609,17500000,8.1,12000
193,94,87,39687528,2124,1,376,2.4e+07,6.3,0
40,93,148,7017178,1373,5,17,17500000,4.4,0
46,93,32,12282677,16735,4,101,1.8e+07,4.6,0
38,116,0,325491,245,0,67,17500000,6,204
239,101,448,96471845,956,0,1109,1.7e+07,7.6,20000
129,104,42,82389560,3627,1,147,1.7e+07,6.5,14000
285,126,729,71502303,2170,0,835,1.2e+07,7.5,0
91,110,422,19179969,35345,2,177,17500000,6.3,0
283,80,611,84961,6229,4,841,3.1e+07,7.9,0
52,87,9,37566230,2164,1,48,1.7e+07,5.1,309
56,123,92,70492685,5306,5,64,1.7e+07,6.7,7000
186,109,248,35635046,19410,0,482,1.7e+07,6.7,3000
178,90,52,45670855,1978,0,279,2e+07,5.6,12000
140,96,36,37939782,3294,0,207,1.7e+07,5.6,2000
469,125,364,172051787,25549,0,665,1.7e+08,6.8,30000
148,86,33,27854896,17396,1,129,1.7e+07,5.6,16000
265,108,192,41777564,4500,0,855,1.5e+07,6.4,0
75,98,39,22734486,2713,1,117,1.7e+07,5.6,320
113,129,51,44469602,952,0,83,1.7e+07,7.4,21000
62,99,17,24708699,4797,7,30,2.5e+07,4.9,0
54,105,49,21160089,1538,0,92,4e+07,6,874
223,112,36,64998368,12676,4,250,1.7e+07,7.2,36000
50,108,19,19693891,3344,2,107,3.4e+07,4.9,476
81,89,11,12693621,4060,0,271,1.7e+07,4.8,814
37,89,0,15655665,2135,2,112,4e+06,3.1,110
197,132,847,27154426,6317,1,138,1.7e+07,6.7,4000
543,96,201,54239856,673,0,789,1.7e+07,6.5,70000
112,98,80,8662318,2016,1,75,1.7e+07,5.9,0
153,107,80,7156725,5992,6,217,1.9e+07,5.5,300
62,94,8,7070459,760,0,18,6e+06,3.3,238
157,122,47,6855137,27381,2,419,1.7e+07,7.4,0
35,128,9,2694071,1727,3,64,1.2e+07,6.7,352
236,110,168,39825798,4210,3,645,1.6e+07,7.6,15000
106,98,541,1569918,409,1,113,1.7e+07,6.9,0
106,120,30,106869,14492,1,39,1.7e+07,6.6,0
173,160,219,273420,2340,6,238,1.7e+07,5.5,0
41,80,0,95236,1364,0,39,1.1e+07,6.6,0
145,83,57,4930798,730,1,108,1.7e+07,4.1,0
105,122,30,220914,25173,2,97,16800000,6.5,0
236,110,168,39825798,4210,3,645,1.6e+07,7.6,15000
150,120,11,18663911,12554,1,151,16500000,7.1,0
72,108,18,11702090,2785,2,50,16500000,6.3,0
158,126,26,13005485,2282,0,469,1.5e+07,7.6,0
